
time;gFx;gFy;gFz;Azimuth;Pitch;Roll;Gain;
528,0510;0,0805;0,6321;0,5457;35,062;-48,894;-8,392;-2038,6439;
528,0670;0,0805;0,6321;0,5457;35,814;-48,894;-8,392;-2038,6439;
528,0710;0,0712;0,6273;0,5642;38,258;-47,803;-7,194;-2038,6439;
528,0910;0,1264;0,6233;0,5813;32,005;-46,337;-12,270;-2038,6439;
528,1120;0,1426;0,5979;0,6102;32,668;-43,660;-13,150;-2038,6439;
528,1320;0,1582;0,6014;0,6233;31,370;-43,079;-14,239;84,0828;
528,1380;0,1582;0,6014;0,6233;29,360;-43,079;-14,239;84,0828;
528,1510;0,1284;0,6190;0,6038;31,457;-45,076;-12,004;84,0828;
528,1720;0,0781;0,6302;0,6028;37,559;-46,033;-7,378;84,0828;
528,1910;0,1118;0,6097;0,6116;34,447;-44,438;-10,356;84,0828;
528,2070;0,1118;0,6097;0,6116;36,162;-44,438;-10,356;84,0828;
528,2100;0,1118;0,6097;0,6116;36,162;-44,438;-10,356;84,0828;
528,2110;0,1562;0,6160;0,5843;28,190;-45,527;-14,971;84,0828;
528,2320;0,1323;0,6209;0,5808;31,079;-46,186;-12,831;84,0828;
528,2520;0,0996;0,6297;0,5813;35,209;-46,874;-9,718;84,0828;
528,2720;0,1049;0,6214;0,5828;34,865;-46,380;-10,207;84,0828;
528,2780;0,1049;0,6214;0,5828;34,185;-46,380;-10,207;84,0828;
528,2920;0,1269;0,6141;0,6067;33,001;-44,731;-11,815;84,0828;
528,3120;0,1416;0,6023;0,6346;33,333;-42,812;-12,577;84,0828;
528,3340;0,1230;0,6092;0,5965;33,040;-45,007;-11,653;84,0828;
528,3480;0,1230;0,6092;0,5965;32,991;-45,007;-11,653;84,0828;
528,3520;0,1030;0,6229;0,5530;32,547;-47,915;-10,549;84,0828;
528,3720;0,0966;0,6331;0,5486;32,856;-48,658;-9,989;84,0828;
528,3920;0,1201;0,6150;0,5955;33,114;-45,354;-11,400;84,0828;
528,4100;0,1201;0,6150;0,5955;33,114;-45,354;-11,400;84,0828;
528,4130;0,1264;0,6004;0,5843;32,041;-45,124;-12,210;84,0828;
528,4270;0,1264;0,6004;0,5843;31,975;-45,124;-12,210;96,9570;
528,4330;0,1191;0,6126;0,5725;31,806;-46,330;-11,751;96,9570;
528,4530;0,0952;0,6307;0,5764;34,692;-47,189;-9,374;96,9570;
528,4730;0,0991;0,6209;0,5921;35,410;-45,966;-9,499;96,9570;
528,4930;0,1225;0,6199;0,6121;33,585;-44,801;-11,319;96,9570;
528,4970;0,1225;0,6199;0,6121;33,585;-44,801;-11,319;96,9570;
528,5130;0,1191;0,6092;0,5896;33,008;-45,361;-11,419;96,9570;
528,5330;0,1069;0,6209;0,5725;33,202;-46,832;-10,575;96,9570;
528,5540;0,1069;0,6233;0,5725;33,123;-46,944;-10,575;96,9570;
528,5700;0,1069;0,6233;0,5725;32,904;-46,944;-10,575;96,9570;
528,5770;0,1137;0,6087;0,6097;34,764;-44,464;-10,566;96,9570;
528,5950;0,1445;0,6170;0,5887;29,003;-45,509;-13,793;96,9570;
528,6110;0,1445;0,6170;0,5887;29,003;-45,509;-13,793;96,9570;
528,6150;0,1289;0,6102;0,6028;32,276;-44,706;-12,067;96,9570;
528,6360;0,1572;0,5960;0,7719;40,268;-37,111;-11,512;96,9570;
528,6370;0,1572;0,5960;0,7719;40,348;-37,111;-11,512;96,9570;
528,6540;0,0380;0,6361;0,4396;35,412;-55,249;-4,939;96,9570;
528,6740;0,0409;0,6429;0,5794;41,335;-47,904;-4,040;96,9570;
528,6940;0,1010;0,6160;0,5901;35,024;-45,817;-9,714;96,9570;
528,7070;0,1010;0,6160;0,5901;35,187;-45,817;-9,714;96,9570;
528,7140;0,1186;0,6209;0,5921;32,790;-45,798;-11,328;96,9570;
528,7350;0,1274;0,6023;0,6600;36,638;-41,863;-10,926;98,6684;
528,7570;0,1191;0,6199;0,6722;37,666;-42,242;-10,047;98,6684;
