
time;gFx;gFy;gFz;Azimuth;Pitch;Roll;Gain;
83,0590;0,8242;-0,2207;-0,2999;-59,964;14,127;-109,995;95,9889;
83,1630;0,8242;-0,2207;-0,2999;-60,050;14,127;-109,995;95,9889;
83,2200;0,8256;-0,2369;-0,3028;-61,594;15,074;-110,142;95,9889;
83,2220;0,8256;-0,2369;-0,3028;-61,594;15,074;-110,142;95,9889;
83,3640;0,8256;-0,2369;-0,3028;-61,674;15,074;-110,142;95,9030;
83,3810;0,8559;-0,2212;-0,2945;-58,902;13,733;-108,988;95,9030;
83,4210;0,8559;-0,2212;-0,2945;-58,902;13,733;-108,988;95,9030;
83,5430;0,8251;-0,2315;-0,2711;-60,264;14,924;-108,185;95,9030;
83,5740;0,8251;-0,2315;-0,2711;-60,264;14,924;-108,185;97,2914;
83,6210;0,8251;-0,2315;-0,2711;-60,264;14,924;-108,185;97,2914;
83,7030;0,8046;-0,2281;-0,2852;-61,138;14,957;-109,519;97,2914;
83,7740;0,8046;-0,2281;-0,2852;-60,952;14,957;-109,519;97,2914;
83,8210;0,8046;-0,2281;-0,2852;-60,952;14,957;-109,519;97,2914;
83,8640;0,8549;-0,2276;-0,2974;-59,428;14,112;-109,183;97,2491;
83,9730;0,8549;-0,2276;-0,2974;-59,518;14,112;-109,183;97,2491;
84,0210;0,8549;-0,2276;-0,2974;-59,518;14,112;-109,183;97,2491;
84,0250;0,8232;-0,2173;-0,2681;-58,730;14,091;-108,041;97,2491;
84,1740;0,8232;-0,2173;-0,2681;-58,810;14,091;-108,041;97,6691;
84,1850;0,8447;-0,2378;-0,3014;-61,021;14,852;-109,634;97,6691;
84,2210;0,8447;-0,2378;-0,3014;-61,021;14,852;-109,634;97,6691;
84,3470;0,8330;-0,2310;-0,3121;-61,082;14,557;-110,540;97,6691;
84,3740;0,8330;-0,2310;-0,3121;-60,902;14,557;-110,540;97,6691;
84,4200;0,8330;-0,2310;-0,3121;-60,902;14,557;-110,540;97,6691;
84,5060;0,8388;-0,2281;-0,2994;-60,091;14,362;-109,643;96,5790;
84,5730;0,8388;-0,2281;-0,2994;-60,256;14,362;-109,643;96,5790;
84,6210;0,8388;-0,2281;-0,2994;-60,256;14,362;-109,643;96,5790;
84,6680;0,8447;-0,2242;-0,2950;-59,565;14,065;-109,251;96,5790;
84,7740;0,8447;-0,2242;-0,2950;-59,384;14,065;-109,251;96,0678;
84,8210;0,8447;-0,2242;-0,2950;-59,384;14,065;-109,251;96,0678;
84,8300;0,8447;-0,2329;-0,3053;-60,478;14,540;-109,869;96,0678;
84,9740;0,8447;-0,2329;-0,3053;-60,820;14,540;-109,869;96,0678;
84,9900;0,8339;-0,2285;-0,3023;-60,714;14,448;-109,927;96,0678;
85,0210;0,8339;-0,2285;-0,3023;-60,714;14,448;-109,927;96,0678;
85,1520;0,8574;-0,2251;-0,3062;-59,714;13,889;-109,655;95,8848;
85,1740;0,8574;-0,2251;-0,3062;-59,800;13,889;-109,655;95,8848;
85,2210;0,8574;-0,2251;-0,3062;-59,800;13,889;-109,655;95,8848;
85,3130;0,8569;-0,2344;-0,3067;-60,655;14,443;-109,695;95,8848;
85,3740;0,8569;-0,2344;-0,3067;-60,836;14,443;-109,695;95,9833;
85,4210;0,8569;-0,2344;-0,3067;-60,836;14,443;-109,695;95,9833;
85,4730;0,8457;-0,2261;-0,2882;-59,942;14,202;-108,816;95,9833;
85,5740;0,8457;-0,2261;-0,2882;-59,839;14,202;-108,816;95,9833;
85,6210;0,8457;-0,2261;-0,2882;-59,839;14,202;-108,816;95,9833;
85,6340;0,8540;-0,2290;-0,2901;-59,878;14,249;-108,764;95,9833;
85,7740;0,8540;-0,2290;-0,2901;-60,061;14,249;-108,764;95,8691;
85,7950;0,8618;-0,2285;-0,3087;-60,280;14,018;-109,707;95,8691;
85,8210;0,8618;-0,2285;-0,3087;-60,280;14,018;-109,707;95,8691;
85,9560;0,8442;-0,2261;-0,2979;-60,357;14,175;-109,439;95,8691;
85,9840;0,8442;-0,2261;-0,2979;-60,177;14,175;-109,439;96,0756;
86,0210;0,8442;-0,2261;-0,2979;-60,177;14,175;-109,439;96,0756;
86,1170;0,8388;-0,2276;-0,2911;-60,303;14,376;-109,138;96,0756;
86,1840;0,8388;-0,2276;-0,2911;-60,565;14,376;-109,138;96,0756;
86,2210;0,8388;-0,2276;-0,2911;-60,565;14,376;-109,138;96,0756;
86,2760;0,8374;-0,2183;-0,2906;-59,737;13,835;-109,139;95,7768;
86,3830;0,8374;-0,2183;-0,2906;-59,737;13,835;-109,139;95,7768;
86,4190;0,8374;-0,2183;-0,2906;-59,737;13,835;-109,139;95,7768;
86,4370;0,8540;-0,2261;-0,3053;-60,307;14,000;-109,670;95,7768;
86,5820;0,8540;-0,2261;-0,3053;-60,467;14,000;-109,670;96,0945;
86,5970;0,8457;-0,2354;-0,3092;-61,683;14,651;-110,082;96,0945;
86,6190;0,8457;-0,2354;-0,3092;-61,683;14,651;-110,082;96,0945;
85,4140;0,8388;-0,2393;-0,3145;-62,392;14,955;-110,555;96,0945;
85,4380;0,8388;-0,2393;-0,3145;-62,466;14,955;-110,555;96,0945;
85,4740;0,8388;-0,2393;-0,3145;-62,466;14,955;-110,555;96,0945;
85,5750;0,8422;-0,2290;-0,3097;-61,317;14,318;-110,186;96,2474;
85,6390;0,8422;-0,2290;-0,3097;-61,395;14,318;-110,186;96,2474;
85,6750;0,8422;-0,2290;-0,3097;-61,395;14,318;-110,186;96,2474;
85,7360;0,8677;-0,2276;-0,2999;-60,162;13,923;-109,067;96,2474;
85,8390;0,8677;-0,2276;-0,2999;-60,076;13,923;-109,067;96,3388;
85,8760;0,8677;-0,2276;-0,2999;-60,076;13,923;-109,067;96,3388;
85,8990;0,8530;-0,2295;-0,2955;-60,624;14,266;-109,107;96,3388;
86,0390;0,8530;-0,2295;-0,2955;-60,444;14,266;-109,107;96,3388;
86,0600;0,8466;-0,2139;-0,3092;-59,647;13,350;-110,061;96,3388;
86,0750;0,8466;-0,2139;-0,3092;-59,647;13,350;-110,061;96,3388;
86,2200;0,8476;-0,2168;-0,3082;-59,844;13,518;-109,981;96,0275;
86,2390;0,8476;-0,2168;-0,3082;-59,844;13,518;-109,981;96,0275;
86,2750;0,8476;-0,2168;-0,3082;-59,844;13,518;-109,981;96,0275;
86,3800;0,8725;-0,2251;-0,2994;-59,503;13,715;-108,939;96,0275;
86,4390;0,8725;-0,2251;-0,2994;-59,591;13,715;-108,939;96,0713;
86,4750;0,8725;-0,2251;-0,2994;-59,591;13,715;-108,939;96,0713;
86,5410;0,8506;-0,2295;-0,3018;-60,784;14,269;-109,539;96,0713;
86,6390;0,8506;-0,2295;-0,3018;-61,044;14,269;-109,539;96,0713;
86,6750;0,8506;-0,2295;-0,3018;-61,044;14,269;-109,539;96,0713;
86,7020;0,8569;-0,2305;-0,3194;-61,358;14,147;-110,444;96,0713;
86,8390;0,8569;-0,2305;-0,3194;-61,358;14,147;-110,444;95,6783;
86,8620;0,8652;-0,2281;-0,3131;-60,724;13,921;-109,893;95,6783;
86,8750;0,8652;-0,2281;-0,3131;-60,724;13,921;-109,893;95,6783;
87,0230;0,8574;-0,2369;-0,3180;-61,859;14,521;-110,347;95,6638;
87,0400;0,8574;-0,2369;-0,3180;-61,935;14,521;-110,347;95,6638;
87,0750;0,8574;-0,2369;-0,3180;-61,935;14,521;-110,347;95,6638;
87,1860;0,8378;-0,2393;-0,3155;-62,738;14,965;-110,636;95,6638;
87,2400;0,8378;-0,2393;-0,3155;-62,738;14,965;-110,636;95,6638;
87,2770;0,8378;-0,2393;-0,3155;-62,738;14,965;-110,636;95,6638;
87,3460;0,8398;-0,2261;-0,3126;-61,441;14,161;-110,416;95,7528;
87,4390;0,8398;-0,2261;-0,3126;-61,518;14,161;-110,416;95,7528;
87,4750;0,8398;-0,2261;-0,3126;-61,518;14,161;-110,416;95,7528;
87,5050;0,8486;-0,2251;-0,2984;-60,787;14,051;-109,375;95,7528;
87,6390;0,8486;-0,2251;-0,2984;-60,862;14,051;-109,375;95,5651;
87,6660;0,8388;-0,2461;-0,3072;-63,303;15,405;-110,115;95,5651;
87,6740;0,8388;-0,2461;-0,3072;-63,303;15,405;-110,115;95,5651;
87,8270;0,8486;-0,2183;-0,3077;-60,504;13,595;-109,931;95,5651;
87,8380;0,8486;-0,2183;-0,3077;-60,584;13,595;-109,931;95,5651;
87,8740;0,8486;-0,2183;-0,3077;-60,584;13,595;-109,931;95,5651;
87,9890;0,8510;-0,2373;-0,3106;-62,248;14,680;-110,052;95,7896;
88,0380;0,8510;-0,2373;-0,3106;-62,173;14,680;-110,052;95,7896;
88,0740;0,8510;-0,2373;-0,3106;-62,173;14,680;-110,052;95,7896;
88,1490;0,8598;-0,2168;-0,2965;-59,699;13,409;-109,024;95,7896;
88,2380;0,8598;-0,2168;-0,2965;-59,944;13,409;-109,024;95,8180;
88,2740;0,8598;-0,2168;-0,2965;-59,944;13,409;-109,024;95,8180;
88,3100;0,8642;-0,2383;-0,2628;-60,778;14,780;-106,911;95,8180;
88,4380;0,8642;-0,2383;-0,2628;-60,778;14,780;-106,911;95,8180;
88,4710;0,8535;-0,2398;-0,3087;-62,493;14,799;-109,884;95,8180;
88,4740;0,8535;-0,2398;-0,3087;-62,493;14,799;-109,884;95,8180;
88,6320;0,8711;-0,2456;-0,3282;-62,842;14,783;-110,647;95,3322;
88,6380;0,8711;-0,2456;-0,3282;-62,842;14,783;-110,647;95,3322;
88,6740;0,8711;-0,2456;-0,3282;-62,842;14,783;-110,647;95,3322;
88,7930;0,8520;-0,2305;-0,2960;-61,407;14,336;-109,156;95,3322;
88,8380;0,8520;-0,2305;-0,2960;-61,407;14,336;-109,156;95,8870;
88,8740;0,8520;-0,2305;-0,2960;-61,407;14,336;-109,156;95,8870;
88,9540;0,8452;-0,2300;-0,2984;-61,652;14,393;-109,447;95,8870;
89,0380;0,8452;-0,2300;-0,2984;-61,908;14,393;-109,447;95,8870;
89,0740;0,8452;-0,2300;-0,2984;-61,908;14,393;-109,447;95,8870;
89,1140;0,8554;-0,2305;-0,3155;-62,018;14,188;-110,246;95,8870;
89,2380;0,8554;-0,2305;-0,3155;-62,018;14,188;-110,246;96,9976;
89,2740;0,8554;-0,2305;-0,3155;-62,018;14,188;-110,246;96,9976;
89,2750;0,8784;-0,2373;-0,2955;-61,396;14,365;-108,593;96,9976;
89,4380;0,8721;-0,2188;-0,3170;-60,543;13,267;-109,976;96,1507;
89,4390;0,8721;-0,2188;-0,3170;-60,543;13,267;-109,976;96,1507;
89,4740;0,8721;-0,2188;-0,3170;-60,543;13,267;-109,976;96,1507;
89,5980;0,8740;-0,2373;-0,3004;-61,664;14,403;-108,967;96,1507;
89,6390;0,8740;-0,2373;-0,3004;-61,664;14,403;-108,967;96,1507;
89,6760;0,8740;-0,2373;-0,3004;-61,664;14,403;-108,967;96,1507;
89,7590;0,8593;-0,2310;-0,3087;-61,779;14,196;-109,758;96,2576;
89,8380;0,8593;-0,2310;-0,3087;-61,603;14,196;-109,758;96,2576;
89,8740;0,8593;-0,2310;-0,3087;-61,603;14,196;-109,758;96,2576;
89,9190;0,8540;-0,2373;-0,3287;-62,750;14,541;-111,053;96,2576;
90,0380;0,8540;-0,2373;-0,3287;-62,750;14,541;-111,053;96,3654;
90,0740;0,8540;-0,2373;-0,3287;-62,750;14,541;-111,053;96,3654;
90,0800;0,8711;-0,2242;-0,3043;-60,525;13,654;-109,255;96,3654;
90,2390;0,8711;-0,2242;-0,3043;-60,615;13,654;-109,255;96,3654;
90,2410;0,8603;-0,2320;-0,2926;-61,341;14,320;-108,781;96,3654;
90,2740;0,8603;-0,2320;-0,2926;-61,341;14,320;-108,781;96,3654;
90,4020;0,8603;-0,2295;-0,3048;-61,431;14,116;-109,507;95,6858;
90,4380;0,8603;-0,2295;-0,3048;-61,256;14,116;-109,507;95,6858;
90,4740;0,8603;-0,2295;-0,3048;-61,256;14,116;-109,507;95,6858;
90,5630;0,8813;-0,2354;-0,3004;-60,984;14,187;-108,820;95,6858;
90,6380;0,8813;-0,2354;-0,3004;-61,162;14,187;-108,820;96,5549;
90,6740;0,8813;-0,2354;-0,3004;-61,162;14,187;-108,820;96,5549;
90,7240;0,8691;-0,2315;-0,3062;-61,357;14,101;-109,410;96,5549;
90,8380;0,8691;-0,2315;-0,3062;-61,335;14,101;-109,410;96,5549;
90,8740;0,8691;-0,2315;-0,3062;-61,335;14,101;-109,410;96,5549;
90,8850;0,8852;-0,2373;-0,3263;-61,791;14,121;-110,232;96,5549;
91,0390;0,8852;-0,2373;-0,3263;-61,865;14,121;-110,232;96,7000;
91,0460;0,8677;-0,2290;-0,2813;-60,593;14,096;-107,964;96,7000;
91,0750;0,8677;-0,2290;-0,2813;-60,593;14,096;-107,964;96,7000;
91,2070;0,8711;-0,2437;-0,3346;-62,972;14,637;-111,012;96,7000;
91,2380;0,8711;-0,2437;-0,3346;-62,898;14,637;-111,012;96,6959;
91,2750;0,8711;-0,2437;-0,3346;-62,898;14,637;-111,012;96,6959;
91,3680;0,8696;-0,2339;-0,3292;-62,039;14,121;-110,735;96,6959;
91,4380;0,8696;-0,2339;-0,3292;-62,209;14,121;-110,735;96,6959;
91,4750;0,8696;-0,2339;-0,3292;-62,209;14,121;-110,735;96,6959;
91,5290;0,8936;-0,2447;-0,3062;-61,879;14,522;-108,918;96,5533;
91,6390;0,8936;-0,2447;-0,3062;-61,879;14,522;-108,918;96,5533;
91,6760;0,8936;-0,2447;-0,3062;-61,879;14,522;-108,918;96,5533;
91,6900;0,8784;-0,2320;-0,3145;-61,464;13,962;-109,702;96,5533;
91,8380;0,8784;-0,2320;-0,3145;-61,441;13,962;-109,702;97,3080;
91,8510;0,8554;-0,2437;-0,3287;-63,407;14,892;-111,020;97,3080;
91,8740;0,8554;-0,2437;-0,3287;-63,407;14,892;-111,020;97,3080;
92,0110;0,8662;-0,2217;-0,3243;-61,184;13,480;-110,527;97,3080;
92,0390;0,8662;-0,2217;-0,3243;-61,426;13,480;-110,527;97,3080;
92,0740;0,8662;-0,2217;-0,3243;-61,426;13,480;-110,527;97,3080;
92,1730;0,8706;-0,2246;-0,3116;-61,244;13,655;-109,694;96,4256;
92,2380;0,8706;-0,2246;-0,3116;-61,316;13,655;-109,694;96,4256;
92,2740;0,8706;-0,2246;-0,3116;-61,316;13,655;-109,694;96,4256;
92,3330;0,8598;-0,2276;-0,3053;-61,744;14,005;-109,546;96,4256;
92,4380;0,8598;-0,2276;-0,3053;-61,571;14,005;-109,546;96,2520;
92,4740;0,8598;-0,2276;-0,3053;-61,571;14,005;-109,546;96,2520;
92,4940;0,8667;-0,2320;-0,3194;-62,051;14,098;-110,232;96,2520;
92,6380;0,8667;-0,2320;-0,3194;-62,366;14,098;-110,232;96,2520;
92,6550;0,8691;-0,2383;-0,3292;-63,007;14,382;-110,746;96,2520;
92,6740;0,8691;-0,2383;-0,3292;-63,007;14,382;-110,746;96,2520;
92,8160;0,8701;-0,2373;-0,3180;-62,681;14,370;-110,074;95,9847;
92,8390;0,8701;-0,2373;-0,3180;-62,681;14,370;-110,074;95,9847;
92,8740;0,8701;-0,2373;-0,3180;-62,681;14,370;-110,074;95,9847;
92,9770;0,8823;-0,2334;-0,3062;-61,728;14,033;-109,141;95,9847;
93,0390;0,8823;-0,2334;-0,3062;-61,554;14,033;-109,141;95,8212;
93,0740;0,8823;-0,2334;-0,3062;-61,554;14,033;-109,141;95,8212;
93,1380;0,8887;-0,2364;-0,3253;-62,030;14,024;-110,105;95,8212;
93,2380;0,8887;-0,2364;-0,3253;-62,030;14,024;-110,105;95,8212;
93,2740;0,8887;-0,2364;-0,3253;-62,030;14,024;-110,105;95,8212;
93,2990;0,9082;-0,2339;-0,3356;-61,494;13,583;-110,278;95,8212;
93,4380;0,9082;-0,2339;-0,3356;-61,568;13,583;-110,278;95,7352;
93,4600;0,8916;-0,2339;-0,3385;-62,090;13,782;-110,789;95,7352;
93,4740;0,8916;-0,2339;-0,3385;-62,090;13,782;-110,789;95,7352;
93,6210;0,9058;-0,2515;-0,3400;-63,098;14,573;-110,572;95,7352;
93,6380;0,9058;-0,2515;-0,3400;-63,098;14,573;-110,572;95,6312;
93,6750;0,9058;-0,2515;-0,3400;-63,098;14,573;-110,572;95,6312;
93,7820;0,9297;-0,2432;-0,3414;-61,811;13,797;-110,165;95,6312;
93,8380;0,9297;-0,2432;-0,3414;-61,980;13,797;-110,165;95,6312;
93,8740;0,9297;-0,2432;-0,3414;-61,980;13,797;-110,165;95,6312;
93,9420;0,9229;-0,2530;-0,3507;-63,089;14,372;-110,807;96,0506;
94,0390;0,9229;-0,2530;-0,3507;-63,089;14,372;-110,807;96,0506;
94,0740;0,9229;-0,2530;-0,3507;-63,089;14,372;-110,807;96,0506;
94,1040;0,9375;-0,2535;-0,3487;-62,690;14,219;-110,405;96,0506;
94,2480;0,9375;-0,2535;-0,3487;-62,860;14,219;-110,405;95,8078;
94,2640;0,9522;-0,2564;-0,3575;-62,841;14,149;-110,581;95,8078;
94,2750;0,9522;-0,2564;-0,3575;-62,841;14,149;-110,581;95,8078;
94,4250;0,9449;-0,2515;-0,3419;-62,382;14,053;-109,893;95,8078;
94,4480;0,9449;-0,2515;-0,3419;-62,355;14,053;-109,893;95,8078;
94,4740;0,9449;-0,2515;-0,3419;-62,355;14,053;-109,893;95,8078;
94,5860;0,9409;-0,2422;-0,3424;-61,763;13,599;-109,996;96,1071;
94,6480;0,9409;-0,2422;-0,3424;-61,932;13,599;-109,996;96,1071;
94,6740;0,9409;-0,2422;-0,3424;-61,932;13,599;-109,996;96,1071;
94,7470;0,9600;-0,2232;-0,3512;-60,215;12,316;-110,094;96,1071;
94,8480;0,9600;-0,2232;-0,3512;-60,137;12,316;-110,094;95,8337;
94,8740;0,9600;-0,2232;-0,3512;-60,137;12,316;-110,094;95,8337;
94,9080;0,9409;-0,2364;-0,3668;-61,901;13,173;-111,298;95,8337;
95,0490;0,9409;-0,2364;-0,3668;-61,738;13,173;-111,298;95,8337;
95,0690;0,9576;-0,2456;-0,3761;-62,150;13,430;-111,444;95,8337;
95,0740;0,9576;-0,2456;-0,3761;-62,150;13,430;-111,444;95,8337;
95,2320;0,9595;-0,2623;-0,3375;-62,620;14,458;-109,379;95,4823;
95,2490;0,9595;-0,2623;-0,3375;-62,795;14,458;-109,379;95,4823;
95,2760;0,9595;-0,2623;-0,3375;-62,795;14,458;-109,379;95,4823;
95,3930;0,9434;-0,2530;-0,3502;-62,761;14,112;-110,366;95,4823;
95,4490;0,9434;-0,2530;-0,3502;-62,690;14,112;-110,366;95,3105;
95,4750;0,9434;-0,2530;-0,3502;-62,690;14,112;-110,366;95,3105;
95,5520;0,9688;-0,2486;-0,3712;-62,084;13,474;-110,966;95,3105;
95,6490;0,9688;-0,2486;-0,3712;-61,919;13,474;-110,966;95,3105;
95,6760;0,9688;-0,2486;-0,3712;-61,919;13,474;-110,966;95,3105;
95,7150;0,9698;-0,2857;-0,3727;-64,606;15,377;-111,022;95,3105;
95,8500;0,9698;-0,2857;-0,3727;-64,716;15,377;-111,022;95,6463;
95,8760;0,9815;-0,2569;-0,3624;-62,124;13,795;-110,267;95,6463;
95,8770;0,9815;-0,2569;-0,3624;-62,124;13,795;-110,267;95,6463;
96,0370;0,9742;-0,2745;-0,3932;-64,059;14,643;-111,981;95,6872;
96,0490;0,9742;-0,2745;-0,3932;-63,997;14,643;-111,981;95,6872;
96,0760;0,9742;-0,2745;-0,3932;-63,997;14,643;-111,981;95,6872;
96,1980;1,0045;-0,2647;-0,3756;-62,266;13,865;-110,503;95,6872;
96,2500;1,0045;-0,2647;-0,3756;-62,435;13,865;-110,503;95,6872;
96,2760;1,0045;-0,2647;-0,3756;-62,435;13,865;-110,503;95,6872;
96,3580;1,0001;-0,2530;-0,3854;-61,898;13,281;-111,075;96,2492;
96,4500;1,0001;-0,2530;-0,3854;-61,826;13,281;-111,075;96,2492;
96,4760;1,0001;-0,2530;-0,3854;-61,826;13,281;-111,075;96,2492;
96,5200;0,9888;-0,2784;-0,3883;-63,941;14,684;-111,441;96,2492;
96,6490;0,9888;-0,2784;-0,3883;-63,868;14,684;-111,441;95,8178;
96,6760;0,9888;-0,2784;-0,3883;-63,868;14,684;-111,441;95,8178;
96,6800;0,9732;-0,2642;-0,3830;-63,178;14,178;-111,480;95,8178;
96,8400;0,9512;-0,2574;-0,3825;-63,242;14,093;-111,904;95,8178;
96,8490;0,9512;-0,2574;-0,3825;-63,177;14,093;-111,904;95,8178;
96,8750;0,9512;-0,2574;-0,3825;-63,177;14,093;-111,904;95,8178;
97,0020;0,9610;-0,2442;-0,3541;-61,441;13,410;-110,229;95,8549;
97,0490;0,9610;-0,2442;-0,3541;-61,365;13,410;-110,229;95,8549;
97,0760;0,9610;-0,2442;-0,3541;-61,365;13,410;-110,229;95,8549;
97,1630;0,9449;-0,2598;-0,3619;-63,128;14,402;-110,960;95,8549;
97,2500;0,9449;-0,2598;-0,3619;-63,128;14,402;-110,960;95,5372;
97,2760;0,9449;-0,2598;-0,3619;-63,128;14,402;-110,960;95,5372;
97,3240;0,9576;-0,2540;-0,3732;-62,545;13,880;-111,292;95,5372;
97,4490;0,9576;-0,2540;-0,3732;-62,334;13,880;-111,292;95,5372;
97,4760;0,9576;-0,2540;-0,3732;-62,334;13,880;-111,292;95,5372;
97,4850;0,9634;-0,2647;-0,3702;-62,921;14,385;-111,022;95,5372;
97,6460;0,9595;-0,2593;-0,3497;-62,245;14,248;-110,026;95,4185;
97,6490;0,9595;-0,2593;-0,3497;-62,245;14,248;-110,026;95,4185;
97,6760;0,9595;-0,2593;-0,3497;-62,245;14,248;-110,026;95,4185;
97,8070;0,9429;-0,2569;-0,3639;-62,782;14,261;-111,103;95,4185;
97,8490;0,9429;-0,2569;-0,3639;-62,713;14,261;-111,103;95,7371;
97,8760;0,9429;-0,2569;-0,3639;-62,713;14,261;-111,103;95,7371;
97,9680;0,9610;-0,2437;-0,3527;-60,995;13,391;-110,152;95,7371;
98,0490;0,9610;-0,2437;-0,3527;-60,844;13,391;-110,152;95,7371;
98,0760;0,9610;-0,2437;-0,3527;-60,844;13,391;-110,152;95,7371;
98,1280;0,9717;-0,2535;-0,3292;-60,751;13,877;-108,715;95,9673;
98,2500;0,9717;-0,2535;-0,3292;-60,847;13,877;-108,715;95,9673;
98,2760;0,9717;-0,2535;-0,3292;-60,847;13,877;-108,715;95,9673;
98,2900;0,9488;-0,2505;-0,3414;-61,563;13,954;-109,792;95,9673;
98,4500;0,9488;-0,2505;-0,3414;-61,312;13,954;-109,792;95,8532;
98,4510;0,9307;-0,2544;-0,3673;-62,638;14,268;-111,538;95,8532;
98,4760;0,9307;-0,2544;-0,3673;-62,638;14,268;-111,538;95,8532;
98,6120;0,9405;-0,2525;-0,3580;-62,045;14,085;-110,842;95,8532;
98,6500;0,9405;-0,2525;-0,3580;-61,972;14,085;-110,842;95,8532;
98,6750;0,9405;-0,2525;-0,3580;-61,972;14,085;-110,842;95,8532;
98,7710;0,9385;-0,2476;-0,3429;-61,331;13,918;-110,070;96,1193;
98,8610;0,9385;-0,2476;-0,3429;-61,253;13,918;-110,070;96,1193;
98,8760;0,9385;-0,2476;-0,3429;-61,253;13,918;-110,070;96,1193;
98,9340;0,9434;-0,2554;-0,3360;-61,582;14,308;-109,606;96,1193;
99,0700;0,9434;-0,2554;-0,3360;-61,503;14,308;-109,606;95,9042;
99,0760;0,9434;-0,2554;-0,3360;-61,503;14,308;-109,606;95,9042;
99,0950;0,9453;-0,2515;-0,3463;-61,361;14,027;-110,119;95,9042;
99,2550;0,9361;-0,2456;-0,3551;-61,359;13,786;-110,775;95,9042;
99,2690;0,9361;-0,2456;-0,3551;-61,283;13,786;-110,775;95,9042;
99,2760;0,9361;-0,2456;-0,3551;-61,283;13,786;-110,775;95,9042;
99,4150;0,9170;-0,2427;-0,3419;-61,316;13,929;-110,448;95,9746;
99,4700;0,9170;-0,2427;-0,3419;-61,238;13,929;-110,448;95,9746;
99,4760;0,9170;-0,2427;-0,3419;-61,238;13,929;-110,448;95,9746;
99,5780;0,9248;-0,2393;-0,3468;-60,846;13,619;-110,555;95,9746;
99,6700;0,9248;-0,2393;-0,3468;-60,767;13,619;-110,555;95,9897;
99,6760;0,9248;-0,2393;-0,3468;-60,767;13,619;-110,555;95,9897;
99,7380;0,9414;-0,2481;-0,3453;-60,945;13,896;-110,144;95,9897;
99,8690;0,9414;-0,2481;-0,3453;-60,864;13,896;-110,144;95,9897;
99,8750;0,9414;-0,2481;-0,3453;-60,864;13,896;-110,144;95,9897;
99,8980;0,9287;-0,2452;-0,3360;-60,787;13,941;-109,892;95,9897;
100,0590;0,9322;-0,2500;-0,3258;-60,833;14,210;-109,264;95,1913;
100,0690;0,9322;-0,2500;-0,3258;-60,833;14,210;-109,264;95,1913;
100,0750;0,9322;-0,2500;-0,3258;-60,833;14,210;-109,264;95,1913;
100,2190;0,9141;-0,2388;-0,3400;-60,806;13,759;-110,401;95,1913;
100,2700;0,9141;-0,2388;-0,3400;-80,947;13,759;-110,401;95,3066;
100,2740;0,9141;-0,2388;-0,3400;-80,947;13,759;-110,401;95,3066;
100,3800;0,9199;-0,2432;-0,3497;-81,055;13,881;-110,815;95,3066;
100,4700;0,9199;-0,2432;-0,3497;-73,750;13,881;-110,815;95,3066;
100,4760;0,9199;-0,2432;-0,3497;-73,750;13,881;-110,815;95,3066;
100,5430;0,9204;-0,2432;-0,3507;-73,741;13,870;-110,858;95,6948;
100,6700;0,9204;-0,2432;-0,3507;-72,666;13,870;-110,858;95,6948;
100,6760;0,9204;-0,2432;-0,3507;-72,666;13,870;-110,858;95,6948;
100,7040;0,9067;-0,2549;-0,3478;-73,530;14,709;-110,984;95,6948;
100,8650;0,9224;-0,2491;-0,3585;-72,951;14,127;-111,241;95,2516;
100,8760;0,9224;-0,2491;-0,3585;-72,951;14,127;-111,241;95,2516;
100,8790;0,9224;-0,2491;-0,3585;-72,484;14,127;-111,241;95,2516;
101,0260;0,9063;-0,2540;-0,3644;-72,969;14,574;-111,904;95,2516;
101,0760;0,9063;-0,2540;-0,3644;-72,969;14,574;-111,904;95,2516;
101,0790;0,9063;-0,2540;-0,3644;-74,435;14,574;-111,904;95,2516;
101,1870;0,9253;-0,2481;-0,3541;-73,887;14,058;-110,942;95,2045;
101,2760;0,9253;-0,2481;-0,3541;-73,887;14,058;-110,942;95,2045;
101,2790;0,9253;-0,2481;-0,3541;-72,359;14,058;-110,942;95,2045;
101,3490;0,9214;-0,2486;-0,3639;-72,422;14,086;-111,551;95,2045;
101,4760;0,9214;-0,2486;-0,3639;-72,422;14,086;-111,551;96,0551;
101,4790;0,9214;-0,2486;-0,3639;-61,699;14,086;-111,551;96,0551;
101,5090;0,9199;-0,2447;-0,3492;-61,025;13,964;-110,788;96,0551;
101,6700;0,9243;-0,2510;-0,3409;-61,225;14,295;-110,246;96,0551;
101,6760;0,9243;-0,2510;-0,3409;-61,225;14,295;-110,246;96,0551;
101,6790;0,9243;-0,2510;-0,3409;-62,172;14,295;-110,246;96,0551;
101,8300;0,9209;-0,2398;-0,3214;-60,869;13,812;-109,238;95,8904;
101,8750;0,9209;-0,2398;-0,3214;-60,869;13,812;-109,238;95,8904;
101,8780;0,9209;-0,2398;-0,3214;-57,752;13,812;-109,238;95,8904;
101,9920;0,9121;-0,2427;-0,3272;-58,455;14,062;-109,737;95,8904;
102,0760;0,9121;-0,2427;-0,3272;-58,455;14,062;-109,737;95,6091;
102,0790;0,9121;-0,2427;-0,3272;-57,458;14,062;-109,737;95,6091;
102,1530;0,9141;-0,2398;-0,3326;-57,315;13,848;-109,996;95,6091;
