
time;gFx;gFy;gFz;ax;ay;az;wx;wy;wz;p;Bx;By;Bz;
19:07:50:934;0,4398;0,4798;0,7566;-0,1176;-0,1211;0,1137;-0,0159;-0,0147;0,0073;987,7815;-40,4400;-18,4800;-23,1600;
19:07:50:943;0,4398;0,4798;0,7566;-0,1176;-0,1211;0,1137;-0,0110;-0,0446;0,0043;987,7815;-40,4400;-18,4800;-23,1600;
19:07:50:954;0,4398;0,4798;0,7566;-0,1176;-0,1211;0,1137;0,0006;-0,0593;-0,0012;987,7815;-40,4400;-18,4800;-23,1600;
19:07:50:964;0,4398;0,4798;0,7566;-0,1176;-0,1211;0,1137;0,0220;-0,0757;-0,0165;987,7815;-40,4400;-18,4800;-23,1600;
19:07:50:974;0,4398;0,4798;0,7566;-0,1176;-0,1211;0,1137;0,0287;-0,0702;-0,0360;987,7815;-40,4400;-18,4800;-23,1600;
19:07:50:984;0,4398;0,4798;0,7566;-0,1176;-0,1211;0,1137;0,0330;-0,0428;-0,0415;987,7815;-40,4400;-18,4800;-23,1600;
19:07:50:994;0,4398;0,4798;0,7566;-0,1176;-0,1211;0,1137;0,0202;-0,0061;-0,0330;987,7815;-40,4400;-18,4800;-23,1600;
19:07:51:004;0,4398;0,4798;0,7566;-0,1176;-0,1211;0,1137;0,0153;0,0391;-0,0336;987,7815;-40,4400;-18,4800;-23,1600;
19:07:51:014;0,4398;0,4798;0,7566;-0,1176;-0,1211;0,1137;0,0067;0,0782;-0,0330;987,7815;-40,4400;-18,4800;-23,1600;
19:07:51:024;0,4398;0,4798;0,7566;-0,1176;-0,1211;0,1137;0,0110;0,1038;-0,0250;987,7815;-40,4400;-18,4800;-23,1600;
19:07:51:036;0,4398;0,4798;0,7566;-0,1176;-0,1211;0,1137;0,0110;0,1038;-0,0250;987,7815;-40,3800;-18,1200;-23,2800;
19:07:51:037;0,4398;0,4798;0,7566;-0,1176;-0,1211;0,1137;0,0110;0,1038;-0,0250;987,7720;-40,3800;-18,1200;-23,2800;
19:07:51:038;0,4398;0,4798;0,7566;-0,1176;-0,1211;0,1137;0,0183;0,1081;-0,0122;987,7720;-40,3800;-18,1200;-23,2800;
19:07:51:039;0,4371;0,4781;0,7422;-0,1176;-0,1211;0,1137;0,0183;0,1081;-0,0122;987,7720;-40,3800;-18,1200;-23,2800;
19:07:51:041;0,4371;0,4781;0,7422;-0,1132;-0,1365;-0,0470;0,0183;0,1081;-0,0122;987,7720;-40,3800;-18,1200;-23,2800;
19:07:51:042;0,4371;0,4781;0,7422;-0,1132;-0,1365;-0,0470;0,0183;0,1081;-0,0122;987,7720;-40,3800;-18,1200;-23,2800;
19:07:51:045;0,4371;0,4781;0,7422;-0,1132;-0,1365;-0,0470;0,0232;0,0861;0,0012;987,7720;-40,3800;-18,1200;-23,2800;
19:07:51:054;0,4371;0,4781;0,7422;-0,1132;-0,1365;-0,0470;0,0208;0,0629;0,0116;987,7720;-40,3800;-18,1200;-23,2800;
19:07:51:064;0,4371;0,4781;0,7422;-0,1132;-0,1365;-0,0470;0,0128;0,0134;0,0147;987,7720;-40,3800;-18,1200;-23,2800;
19:07:51:074;0,4371;0,4781;0,7422;-0,1132;-0,1365;-0,0470;0,0049;-0,0440;0,0116;987,7720;-40,3800;-18,1200;-23,2800;
19:07:51:084;0,4371;0,4781;0,7422;-0,1132;-0,1365;-0,0470;0,0092;-0,0544;0,0031;987,7720;-40,3800;-18,1200;-23,2800;
19:07:51:094;0,4371;0,4781;0,7422;-0,1132;-0,1365;-0,0470;0,0195;-0,0342;-0,0055;987,7720;-40,3800;-18,1200;-23,2800;
19:07:51:104;0,4371;0,4781;0,7422;-0,1132;-0,1365;-0,0470;0,0202;-0,0293;-0,0250;987,7720;-40,3800;-18,1200;-23,2800;
19:07:51:114;0,4371;0,4781;0,7422;-0,1132;-0,1365;-0,0470;0,0281;-0,0140;-0,0342;987,7720;-40,3800;-18,1200;-23,2800;
19:07:51:125;0,4371;0,4781;0,7422;-0,1132;-0,1365;-0,0470;0,0391;0,0067;-0,0305;987,7720;-40,3800;-18,1200;-23,2800;
19:07:51:134;0,4371;0,4781;0,7422;-0,1132;-0,1365;-0,0470;0,0403;0,0287;-0,0147;987,7720;-40,3800;-18,1200;-23,2800;
19:07:51:144;0,4371;0,4781;0,7422;-0,1132;-0,1365;-0,0470;0,0409;0,0116;0,0122;987,7720;-40,3800;-18,1200;-23,2800;
19:07:51:154;0,4371;0,4781;0,7422;-0,1132;-0,1365;-0,0470;0,0183;-0,0348;0,0281;987,7720;-40,3800;-18,1200;-23,2800;
19:07:51:164;0,4371;0,4781;0,7422;-0,1132;-0,1365;-0,0470;-0,0037;-0,0678;0,0140;987,7720;-40,3800;-18,1200;-23,2800;
19:07:51:174;0,4371;0,4781;0,7422;-0,1132;-0,1365;-0,0470;-0,0177;-0,0641;-0,0067;987,7720;-40,3800;-18,1200;-23,2800;
19:07:51:184;0,4371;0,4781;0,7422;-0,1132;-0,1365;-0,0470;-0,0122;-0,0305;-0,0140;987,7720;-40,3800;-18,1200;-23,2800;
19:07:51:194;0,4371;0,4781;0,7422;-0,1132;-0,1365;-0,0470;-0,0049;0,0079;-0,0342;987,7720;-40,3800;-18,1200;-23,2800;
19:07:51:204;0,4371;0,4781;0,7422;-0,1132;-0,1365;-0,0470;0,0171;0,0476;-0,0336;987,7720;-40,3800;-18,1200;-23,2800;
19:07:51:215;0,4371;0,4781;0,7422;-0,1132;-0,1365;-0,0470;0,0171;0,0476;-0,0336;987,7720;-40,0800;-18,3600;-23,5200;
19:07:51:217;0,4371;0,4781;0,7422;-0,1132;-0,1365;-0,0470;0,0171;0,0476;-0,0336;987,7703;-40,0800;-18,3600;-23,5200;
19:07:51:218;0,4371;0,4781;0,7422;-0,1132;-0,1365;-0,0470;0,0312;0,0935;-0,0195;987,7703;-40,0800;-18,3600;-23,5200;
19:07:51:219;0,4532;0,4835;0,7380;-0,1132;-0,1365;-0,0470;0,0312;0,0935;-0,0195;987,7703;-40,0800;-18,3600;-23,5200;
19:07:51:221;0,4532;0,4835;0,7380;0,0336;-0,0894;-0,0773;0,0312;0,0935;-0,0195;987,7703;-40,0800;-18,3600;-23,5200;
19:07:51:222;0,4532;0,4835;0,7380;0,0336;-0,0894;-0,0773;0,0312;0,0935;-0,0195;987,7703;-40,0800;-18,3600;-23,5200;
19:07:51:224;0,4532;0,4835;0,7380;0,0336;-0,0894;-0,0773;0,0275;0,0855;-0,0006;987,7703;-40,0800;-18,3600;-23,5200;
19:07:51:234;0,4532;0,4835;0,7380;0,0336;-0,0894;-0,0773;0,0086;0,0654;0,0220;987,7703;-40,0800;-18,3600;-23,5200;
19:07:51:244;0,4532;0,4835;0,7380;0,0336;-0,0894;-0,0773;-0,0226;0,0373;0,0312;987,7703;-40,0800;-18,3600;-23,5200;
19:07:51:254;0,4532;0,4835;0,7380;0,0336;-0,0894;-0,0773;-0,0348;0,0183;0,0147;987,7703;-40,0800;-18,3600;-23,5200;
19:07:51:264;0,4532;0,4835;0,7380;0,0336;-0,0894;-0,0773;-0,0147;-0,0153;0,0037;987,7703;-40,0800;-18,3600;-23,5200;
19:07:51:274;0,4532;0,4835;0,7380;0,0336;-0,0894;-0,0773;0,0208;-0,0428;-0,0024;987,7703;-40,0800;-18,3600;-23,5200;
19:07:51:284;0,4532;0,4835;0,7380;0,0336;-0,0894;-0,0773;0,0574;-0,0415;-0,0183;987,7703;-40,0800;-18,3600;-23,5200;
19:07:51:294;0,4532;0,4835;0,7380;0,0336;-0,0894;-0,0773;0,0727;-0,0452;-0,0232;987,7703;-40,0800;-18,3600;-23,5200;
19:07:51:304;0,4532;0,4835;0,7380;0,0336;-0,0894;-0,0773;0,0739;-0,0421;-0,0189;987,7703;-40,0800;-18,3600;-23,5200;
19:07:51:314;0,4532;0,4835;0,7380;0,0336;-0,0894;-0,0773;0,0360;-0,0092;-0,0183;987,7703;-40,0800;-18,3600;-23,5200;
19:07:51:324;0,4532;0,4835;0,7380;0,0336;-0,0894;-0,0773;0,0049;0,0067;-0,0189;987,7703;-40,0800;-18,3600;-23,5200;
19:07:51:334;0,4532;0,4835;0,7380;0,0336;-0,0894;-0,0773;-0,0293;0,0049;-0,0220;987,7703;-40,0800;-18,3600;-23,5200;
19:07:51:344;0,4532;0,4835;0,7380;0,0336;-0,0894;-0,0773;-0,0421;0,0134;-0,0195;987,7703;-40,0800;-18,3600;-23,5200;
19:07:51:354;0,4532;0,4835;0,7380;0,0336;-0,0894;-0,0773;-0,0305;0,0116;-0,0049;987,7703;-40,0800;-18,3600;-23,5200;
19:07:51:364;0,4532;0,4835;0,7380;0,0336;-0,0894;-0,0773;-0,0122;0,0006;0,0159;987,7703;-40,0800;-18,3600;-23,5200;
19:07:51:374;0,4532;0,4835;0,7380;0,0336;-0,0894;-0,0773;-0,0226;0,0000;0,0232;987,7703;-40,0800;-18,3600;-23,5200;
19:07:51:384;0,4532;0,4835;0,7380;0,0336;-0,0894;-0,0773;-0,0159;0,0171;0,0220;987,7703;-40,0800;-18,3600;-23,5200;
19:07:51:396;0,4532;0,4835;0,7380;0,0336;-0,0894;-0,0773;-0,0159;0,0171;0,0220;987,7703;-40,1400;-18,1200;-23,5200;
19:07:51:397;0,4532;0,4835;0,7380;0,0336;-0,0894;-0,0773;-0,0159;0,0171;0,0220;987,7786;-40,1400;-18,1200;-23,5200;
19:07:51:398;0,4532;0,4835;0,7380;0,0336;-0,0894;-0,0773;-0,0043;0,0464;0,0140;987,7786;-40,1400;-18,1200;-23,5200;
19:07:51:400;0,4395;0,4945;0,7168;0,0336;-0,0894;-0,0773;-0,0043;0,0464;0,0140;987,7786;-40,1400;-18,1200;-23,5200;
19:07:51:401;0,4395;0,4945;0,7168;-0,0970;-0,0178;-0,2637;-0,0043;0,0464;0,0140;987,7786;-40,1400;-18,1200;-23,5200;
19:07:51:402;0,4395;0,4945;0,7168;-0,0970;-0,0178;-0,2637;-0,0043;0,0464;0,0140;987,7786;-40,1400;-18,1200;-23,5200;
19:07:51:404;0,4395;0,4945;0,7168;-0,0970;-0,0178;-0,2637;0,0147;0,0342;-0,0031;987,7786;-40,1400;-18,1200;-23,5200;
19:07:51:414;0,4395;0,4945;0,7168;-0,0970;-0,0178;-0,2637;0,0367;0,0079;-0,0250;987,7786;-40,1400;-18,1200;-23,5200;
19:07:51:424;0,4395;0,4945;0,7168;-0,0970;-0,0178;-0,2637;0,0434;-0,0116;-0,0373;987,7786;-40,1400;-18,1200;-23,5200;
19:07:51:434;0,4395;0,4945;0,7168;-0,0970;-0,0178;-0,2637;0,0495;-0,0299;-0,0507;987,7786;-40,1400;-18,1200;-23,5200;
19:07:51:444;0,4395;0,4945;0,7168;-0,0970;-0,0178;-0,2637;0,0464;-0,0434;-0,0391;987,7786;-40,1400;-18,1200;-23,5200;
19:07:51:454;0,4395;0,4945;0,7168;-0,0970;-0,0178;-0,2637;0,0397;-0,0538;-0,0226;987,7786;-40,1400;-18,1200;-23,5200;
19:07:51:464;0,4395;0,4945;0,7168;-0,0970;-0,0178;-0,2637;0,0281;-0,0611;-0,0208;987,7786;-40,1400;-18,1200;-23,5200;
19:07:51:474;0,4395;0,4945;0,7168;-0,0970;-0,0178;-0,2637;0,0232;-0,0544;-0,0128;987,7786;-40,1400;-18,1200;-23,5200;
19:07:51:484;0,4395;0,4945;0,7168;-0,0970;-0,0178;-0,2637;0,0257;-0,0764;-0,0122;987,7786;-40,1400;-18,1200;-23,5200;
19:07:51:494;0,4395;0,4945;0,7168;-0,0970;-0,0178;-0,2637;0,0018;-0,0941;-0,0006;987,7786;-40,1400;-18,1200;-23,5200;
19:07:51:504;0,4395;0,4945;0,7168;-0,0970;-0,0178;-0,2637;-0,0122;-0,0886;0,0024;987,7786;-40,1400;-18,1200;-23,5200;
19:07:51:514;0,4395;0,4945;0,7168;-0,0970;-0,0178;-0,2637;-0,0098;-0,0519;0,0073;987,7786;-40,1400;-18,1200;-23,5200;
19:07:51:524;0,4395;0,4945;0,7168;-0,0970;-0,0178;-0,2637;-0,0110;0,0110;-0,0024;987,7786;-40,1400;-18,1200;-23,5200;
19:07:51:534;0,4395;0,4945;0,7168;-0,0970;-0,0178;-0,2637;-0,0128;0,0800;-0,0275;987,7786;-40,1400;-18,1200;-23,5200;
19:07:51:544;0,4395;0,4945;0,7168;-0,0970;-0,0178;-0,2637;-0,0140;0,1277;-0,0440;987,7786;-40,1400;-18,1200;-23,5200;
19:07:51:554;0,4395;0,4945;0,7168;-0,0970;-0,0178;-0,2637;-0,0171;0,1558;-0,0531;987,7786;-40,1400;-18,1200;-23,5200;
19:07:51:564;0,4395;0,4945;0,7168;-0,0970;-0,0178;-0,2637;-0,0293;0,1668;-0,0421;987,7786;-40,1400;-18,1200;-23,5200;
19:07:51:576;0,4395;0,4945;0,7168;-0,0970;-0,0178;-0,2637;-0,0293;0,1668;-0,0421;987,7786;-40,2000;-18,3600;-23,5200;
19:07:51:577;0,4395;0,4945;0,7168;-0,0970;-0,0178;-0,2637;-0,0293;0,1668;-0,0421;987,7852;-40,2000;-18,3600;-23,5200;
19:07:51:578;0,4395;0,4945;0,7168;-0,0970;-0,0178;-0,2637;-0,0281;0,1631;-0,0287;987,7852;-40,2000;-18,3600;-23,5200;
19:07:51:580;0,4388;0,4810;0,7415;-0,0970;-0,0178;-0,2637;-0,0281;0,1631;-0,0287;987,7852;-40,2000;-18,3600;-23,5200;
19:07:51:581;0,4388;0,4810;0,7415;-0,0799;-0,1581;-0,0307;-0,0281;0,1631;-0,0287;987,7852;-40,2000;-18,3600;-23,5200;
19:07:51:583;0,4388;0,4810;0,7415;-0,0799;-0,1581;-0,0307;-0,0281;0,1631;-0,0287;987,7852;-40,2000;-18,3600;-23,5200;
19:07:51:584;0,4388;0,4810;0,7415;-0,0799;-0,1581;-0,0307;-0,0342;0,1429;-0,0171;987,7852;-40,2000;-18,3600;-23,5200;
19:07:51:594;0,4388;0,4810;0,7415;-0,0799;-0,1581;-0,0307;-0,0287;0,0947;-0,0092;987,7852;-40,2000;-18,3600;-23,5200;
19:07:51:604;0,4388;0,4810;0,7415;-0,0799;-0,1581;-0,0307;-0,0385;0,0745;-0,0012;987,7852;-40,2000;-18,3600;-23,5200;
19:07:51:614;0,4388;0,4810;0,7415;-0,0799;-0,1581;-0,0307;-0,0525;0,0702;0,0128;987,7852;-40,2000;-18,3600;-23,5200;
19:07:51:624;0,4388;0,4810;0,7415;-0,0799;-0,1581;-0,0307;-0,0794;0,0825;0,0086;987,7852;-40,2000;-18,3600;-23,5200;
19:07:51:634;0,4388;0,4810;0,7415;-0,0799;-0,1581;-0,0307;-0,0867;0,0861;0,0018;987,7852;-40,2000;-18,3600;-23,5200;
19:07:51:644;0,4388;0,4810;0,7415;-0,0799;-0,1581;-0,0307;-0,0880;0,1002;-0,0110;987,7852;-40,2000;-18,3600;-23,5200;
19:07:51:654;0,4388;0,4810;0,7415;-0,0799;-0,1581;-0,0307;-0,0678;0,1173;-0,0134;987,7852;-40,2000;-18,3600;-23,5200;
19:07:51:664;0,4388;0,4810;0,7415;-0,0799;-0,1581;-0,0307;-0,0263;0,1045;-0,0055;987,7852;-40,2000;-18,3600;-23,5200;
19:07:51:674;0,4388;0,4810;0,7415;-0,0799;-0,1581;-0,0307;0,0000;0,0727;0,0116;987,7852;-40,2000;-18,3600;-23,5200;
19:07:51:684;0,4388;0,4810;0,7415;-0,0799;-0,1581;-0,0307;0,0281;0,0373;0,0055;987,7852;-40,2000;-18,3600;-23,5200;
19:07:51:694;0,4388;0,4810;0,7415;-0,0799;-0,1581;-0,0307;0,0305;0,0379;-0,0086;987,7852;-40,2000;-18,3600;-23,5200;
19:07:51:704;0,4388;0,4810;0,7415;-0,0799;-0,1581;-0,0307;0,0324;0,0434;-0,0067;987,7852;-40,2000;-18,3600;-23,5200;
19:07:51:714;0,4388;0,4810;0,7415;-0,0799;-0,1581;-0,0307;0,0098;0,0476;-0,0073;987,7852;-40,2000;-18,3600;-23,5200;
19:07:51:724;0,4388;0,4810;0,7415;-0,0799;-0,1581;-0,0307;-0,0024;0,0275;-0,0061;987,7852;-40,2000;-18,3600;-23,5200;
19:07:51:734;0,4388;0,4810;0,7415;-0,0799;-0,1581;-0,0307;-0,0043;0,0238;0,0061;987,7852;-40,2000;-18,3600;-23,5200;
19:07:51:744;0,4388;0,4810;0,7415;-0,0799;-0,1581;-0,0307;-0,0140;0,0348;0,0061;987,7852;-40,2000;-18,3600;-23,5200;
19:07:51:756;0,4388;0,4810;0,7415;-0,0799;-0,1581;-0,0307;-0,0140;0,0348;0,0061;987,7852;-40,3200;-18,7200;-23,2200;
19:07:51:757;0,4388;0,4810;0,7415;-0,0799;-0,1581;-0,0307;-0,0140;0,0348;0,0061;987,7844;-40,3200;-18,7200;-23,2200;
19:07:51:759;0,4388;0,4810;0,7415;-0,0799;-0,1581;-0,0307;-0,0263;0,0574;0,0055;987,7844;-40,3200;-18,7200;-23,2200;
19:07:51:760;0,4187;0,4876;0,7517;-0,0799;-0,1581;-0,0307;-0,0263;0,0574;0,0055;987,7844;-40,3200;-18,7200;-23,2200;
19:07:51:761;0,4187;0,4876;0,7517;-0,1535;-0,0601;-0,0243;-0,0263;0,0574;0,0055;987,7844;-40,3200;-18,7200;-23,2200;
19:07:51:763;0,4187;0,4876;0,7517;-0,1535;-0,0601;-0,0243;-0,0263;0,0574;0,0055;987,7844;-40,3200;-18,7200;-23,2200;
19:07:51:764;0,4187;0,4876;0,7517;-0,1535;-0,0601;-0,0243;-0,0373;0,0586;0,0128;987,7844;-40,3200;-18,7200;-23,2200;
19:07:51:774;0,4187;0,4876;0,7517;-0,1535;-0,0601;-0,0243;-0,0507;0,0507;0,0128;987,7844;-40,3200;-18,7200;-23,2200;
19:07:51:785;0,4187;0,4876;0,7517;-0,1535;-0,0601;-0,0243;-0,0397;0,0281;-0,0006;987,7844;-40,3200;-18,7200;-23,2200;
19:07:51:794;0,4187;0,4876;0,7517;-0,1535;-0,0601;-0,0243;-0,0312;-0,0055;-0,0079;987,7844;-40,3200;-18,7200;-23,2200;
19:07:51:804;0,4187;0,4876;0,7517;-0,1535;-0,0601;-0,0243;-0,0049;-0,0293;-0,0049;987,7844;-40,3200;-18,7200;-23,2200;
19:07:51:814;0,4187;0,4876;0,7517;-0,1535;-0,0601;-0,0243;0,0275;-0,0580;-0,0092;987,7844;-40,3200;-18,7200;-23,2200;
19:07:51:824;0,4187;0,4876;0,7517;-0,1535;-0,0601;-0,0243;0,0611;-0,0941;-0,0110;987,7844;-40,3200;-18,7200;-23,2200;
19:07:51:834;0,4187;0,4876;0,7517;-0,1535;-0,0601;-0,0243;0,0819;-0,1002;-0,0055;987,7844;-40,3200;-18,7200;-23,2200;
19:07:51:844;0,4187;0,4876;0,7517;-0,1535;-0,0601;-0,0243;0,0678;-0,0922;-0,0055;987,7844;-40,3200;-18,7200;-23,2200;
19:07:51:854;0,4187;0,4876;0,7517;-0,1535;-0,0601;-0,0243;0,0379;-0,0983;-0,0037;987,7844;-40,3200;-18,7200;-23,2200;
19:07:51:863;0,4187;0,4876;0,7517;-0,1535;-0,0601;-0,0243;0,0000;-0,0983;-0,0067;987,7844;-40,3200;-18,7200;-23,2200;
19:07:51:873;0,4187;0,4876;0,7517;-0,1535;-0,0601;-0,0243;-0,0220;-0,0941;0,0006;987,7844;-40,3200;-18,7200;-23,2200;
19:07:51:883;0,4187;0,4876;0,7517;-0,1535;-0,0601;-0,0243;-0,0287;-0,0867;0,0079;987,7844;-40,3200;-18,7200;-23,2200;
19:07:51:894;0,4187;0,4876;0,7517;-0,1535;-0,0601;-0,0243;-0,0079;-0,0672;0,0128;987,7844;-40,3200;-18,7200;-23,2200;
19:07:51:903;0,4187;0,4876;0,7517;-0,1535;-0,0601;-0,0243;0,0000;-0,0483;0,0153;987,7844;-40,3200;-18,7200;-23,2200;
19:07:51:913;0,4187;0,4876;0,7517;-0,1535;-0,0601;-0,0243;0,0159;-0,0525;0,0165;987,7844;-40,3200;-18,7200;-23,2200;
19:07:51:924;0,4187;0,4876;0,7517;-0,1535;-0,0601;-0,0243;0,0257;-0,0544;0,0177;987,7844;-40,3200;-18,7200;-23,2200;
19:07:51:935;0,4187;0,4876;0,7517;-0,1535;-0,0601;-0,0243;0,0257;-0,0544;0,0177;987,7844;-40,3200;-18,5400;-23,4000;
19:07:51:937;0,4187;0,4876;0,7517;-0,1535;-0,0601;-0,0243;0,0257;-0,0544;0,0177;987,7981;-40,3200;-18,5400;-23,4000;
19:07:51:938;0,4187;0,4876;0,7517;-0,1535;-0,0601;-0,0243;0,0153;-0,0464;0,0049;987,7981;-40,3200;-18,5400;-23,4000;
19:07:51:939;0,4234;0,4881;0,6926;-0,1535;-0,0601;-0,0243;0,0153;-0,0464;0,0049;987,7981;-40,3200;-18,5400;-23,4000;
19:07:51:941;0,4234;0,4881;0,6926;-0,1774;-0,1184;-0,5214;0,0153;-0,0464;0,0049;987,7981;-40,3200;-18,5400;-23,4000;
19:07:51:942;0,4234;0,4881;0,6926;-0,1774;-0,1184;-0,5214;0,0153;-0,0464;0,0049;987,7981;-40,3200;-18,5400;-23,4000;
19:07:51:944;0,4234;0,4881;0,6926;-0,1774;-0,1184;-0,5214;-0,0104;-0,0415;-0,0140;987,7981;-40,3200;-18,5400;-23,4000;
19:07:51:954;0,4234;0,4881;0,6926;-0,1774;-0,1184;-0,5214;-0,0305;-0,0257;-0,0153;987,7981;-40,3200;-18,5400;-23,4000;
19:07:51:965;0,4234;0,4881;0,6926;-0,1774;-0,1184;-0,5214;-0,0195;-0,0018;-0,0012;987,7981;-40,3200;-18,5400;-23,4000;
19:07:51:974;0,4234;0,4881;0,6926;-0,1774;-0,1184;-0,5214;-0,0122;0,0165;0,0153;987,7981;-40,3200;-18,5400;-23,4000;
19:07:51:984;0,4234;0,4881;0,6926;-0,1774;-0,1184;-0,5214;-0,0202;0,0556;0,0440;987,7981;-40,3200;-18,5400;-23,4000;
19:07:51:995;0,4234;0,4881;0,6926;-0,1774;-0,1184;-0,5214;-0,0336;0,0635;0,0666;987,7981;-40,3200;-18,5400;-23,4000;
19:07:52:004;0,4234;0,4881;0,6926;-0,1774;-0,1184;-0,5214;-0,0593;0,0586;0,0678;987,7981;-40,3200;-18,5400;-23,4000;
19:07:52:014;0,4234;0,4881;0,6926;-0,1774;-0,1184;-0,5214;-0,0788;0,0605;0,0531;987,7981;-40,3200;-18,5400;-23,4000;
19:07:52:024;0,4234;0,4881;0,6926;-0,1774;-0,1184;-0,5214;-0,0794;0,0910;0,0348;987,7981;-40,3200;-18,5400;-23,4000;
19:07:52:034;0,4234;0,4881;0,6926;-0,1774;-0,1184;-0,5214;-0,0702;0,1118;0,0122;987,7981;-40,3200;-18,5400;-23,4000;
19:07:52:044;0,4234;0,4881;0,6926;-0,1774;-0,1184;-0,5214;-0,0391;0,1216;-0,0116;987,7981;-40,3200;-18,5400;-23,4000;
19:07:52:054;0,4234;0,4881;0,6926;-0,1774;-0,1184;-0,5214;0,0006;0,1313;-0,0293;987,7981;-40,3200;-18,5400;-23,4000;
19:07:52:064;0,4234;0,4881;0,6926;-0,1774;-0,1184;-0,5214;0,0238;0,1429;-0,0403;987,7981;-40,3200;-18,5400;-23,4000;
19:07:52:074;0,4234;0,4881;0,6926;-0,1774;-0,1184;-0,5214;0,0287;0,1234;-0,0354;987,7981;-40,3200;-18,5400;-23,4000;
19:07:52:084;0,4234;0,4881;0,6926;-0,1774;-0,1184;-0,5214;0,0421;0,0843;-0,0379;987,7981;-40,3200;-18,5400;-23,4000;
19:07:52:094;0,4234;0,4881;0,6926;-0,1774;-0,1184;-0,5214;0,0434;0,0599;-0,0293;987,7981;-40,3200;-18,5400;-23,4000;
19:07:52:104;0,4234;0,4881;0,6926;-0,1774;-0,1184;-0,5214;0,0202;0,0336;-0,0110;987,7981;-40,3200;-18,5400;-23,4000;
19:07:52:115;0,4234;0,4881;0,6926;-0,1774;-0,1184;-0,5214;0,0202;0,0336;-0,0110;987,7981;-40,3200;-18,6000;-23,2800;
19:07:52:117;0,4234;0,4881;0,6926;-0,1774;-0,1184;-0,5214;0,0202;0,0336;-0,0110;987,8025;-40,3200;-18,6000;-23,2800;
19:07:52:118;0,4234;0,4881;0,6926;-0,1774;-0,1184;-0,5214;-0,0281;0,0165;0,0104;987,8025;-40,3200;-18,6000;-23,2800;
19:07:52:119;0,4180;0,4867;0,7078;-0,1774;-0,1184;-0,5214;-0,0281;0,0165;0,0104;987,8025;-40,3200;-18,6000;-23,2800;
19:07:52:121;0,4180;0,4867;0,7078;-0,1742;-0,1500;-0,3943;-0,0281;0,0165;0,0104;987,8025;-40,3200;-18,6000;-23,2800;
19:07:52:122;0,4180;0,4867;0,7078;-0,1742;-0,1500;-0,3943;-0,0281;0,0165;0,0104;987,8025;-40,3200;-18,6000;-23,2800;
19:07:52:124;0,4180;0,4867;0,7078;-0,1742;-0,1500;-0,3943;-0,0574;-0,0104;0,0092;987,8025;-40,3200;-18,6000;-23,2800;
19:07:52:135;0,4180;0,4867;0,7078;-0,1742;-0,1500;-0,3943;-0,0605;-0,0409;0,0018;987,8025;-40,3200;-18,6000;-23,2800;
19:07:52:144;0,4180;0,4867;0,7078;-0,1742;-0,1500;-0,3943;-0,0360;-0,0415;-0,0147;987,8025;-40,3200;-18,6000;-23,2800;
19:07:52:154;0,4180;0,4867;0,7078;-0,1742;-0,1500;-0,3943;-0,0055;-0,0086;-0,0238;987,8025;-40,3200;-18,6000;-23,2800;
19:07:52:164;0,4180;0,4867;0,7078;-0,1742;-0,1500;-0,3943;0,0153;0,0079;-0,0244;987,8025;-40,3200;-18,6000;-23,2800;
19:07:52:174;0,4180;0,4867;0,7078;-0,1742;-0,1500;-0,3943;0,0330;0,0006;-0,0128;987,8025;-40,3200;-18,6000;-23,2800;
19:07:52:184;0,4180;0,4867;0,7078;-0,1742;-0,1500;-0,3943;0,0397;-0,0049;-0,0098;987,8025;-40,3200;-18,6000;-23,2800;
19:07:52:194;0,4180;0,4867;0,7078;-0,1742;-0,1500;-0,3943;0,0421;-0,0079;-0,0031;987,8025;-40,3200;-18,6000;-23,2800;
19:07:52:204;0,4180;0,4867;0,7078;-0,1742;-0,1500;-0,3943;0,0281;0,0073;0,0024;987,8025;-40,3200;-18,6000;-23,2800;
19:07:52:214;0,4180;0,4867;0,7078;-0,1742;-0,1500;-0,3943;0,0147;0,0195;-0,0092;987,8025;-40,3200;-18,6000;-23,2800;
19:07:52:224;0,4180;0,4867;0,7078;-0,1742;-0,1500;-0,3943;-0,0098;0,0446;-0,0140;987,8025;-40,3200;-18,6000;-23,2800;
19:07:52:234;0,4180;0,4867;0,7078;-0,1742;-0,1500;-0,3943;-0,0330;0,0715;-0,0202;987,8025;-40,3200;-18,6000;-23,2800;
19:07:52:244;0,4180;0,4867;0,7078;-0,1742;-0,1500;-0,3943;-0,0654;0,0678;-0,0183;987,8025;-40,3200;-18,6000;-23,2800;
19:07:52:254;0,4180;0,4867;0,7078;-0,1742;-0,1500;-0,3943;-0,0660;0,0580;-0,0055;987,8025;-40,3200;-18,6000;-23,2800;
19:07:52:264;0,4180;0,4867;0,7078;-0,1742;-0,1500;-0,3943;-0,0342;0,0495;0,0202;987,8025;-40,3200;-18,6000;-23,2800;
19:07:52:274;0,4180;0,4867;0,7078;-0,1742;-0,1500;-0,3943;0,0067;0,0018;0,0464;987,8025;-40,3200;-18,6000;-23,2800;
19:07:52:284;0,4180;0,4867;0,7078;-0,1742;-0,1500;-0,3943;0,0189;-0,0544;0,0531;987,8025;-40,3200;-18,6000;-23,2800;
